"id","name","value","familiar_cost_points","familiar_grant_points","is_handicap","activation","type","source_line","effect"
"erreur-de-la-nature","Erreur de la nature","2000","200","","False","Permanent","Neutre","2282","Diminue la difficulté de 1, de tout jet pouvant nuire à une cible de même race que celle du personnage."
"escroquerie","Escroquerie","2000","200","","False","Permanent","Classe","2283","Additionne le niveau au nombre de dés lors d’une tentative d'escroquerie."
"espionnage","Espionnage","2000","200","","False","Permanent","Classe","2284","Additionne le niveau au nombre de dés lors d’un jet d’espionnage."
"esprit-logique","Esprit logique","2000","200","","False","Permanent","Neutre","2285","Le personnage divise ses jours d’apprentissage par son niveau, dans les sciences mathématique (arrondi au supérieur)."
"esprit-mercatique","Esprit mercatique","2000","200","","False","Permanent","Classe","2286","Additionne le niveau au nombre de dés lors d’un jet de marchandage."
"estimation","Estimation","2000","200","","False","Permanent","Neutre","2287","Le personnage peut définir le nombre de réussites effectuées sur une réalisation (objet, concoction, danse, etc) dans son domaine de prédilection en utilisant ses sens (vue, odorat, goût, etc)."
"extermination","Extermination","2000","200","","False","Permanent","Classe","2288","Additionne le niveau au nombre de dés lors d’un combat contre un ou plusieurs monstres."
"facture-d-arc","Facture d'arc","2000","200","","False","Permanent","Classe","2289","Additionne le niveau au nombre de dés lorsque le personnage construit un arc."
"familier","Familier","500","50","","False","Permanent","Orientation","2290","Le personnage est aidé d’une créature qui peut prendre n’importe quelle forme. Ce suivant magique doit posséder une feuille de personnage dans laquelle son possesseurs pourra dépenser son niveau x 100 en points d’expérience selon les pondération du jeu (Attributs = NAx5, compétence = NAx3, Vitalité = 10, etc.) Les limites physique ne s’appliquent pas aux familiers. Leurs facteurs de vitesse et de volonté de base sont de 8. Les familiers ne peuvent avoir de points dans une connaissance (mathématique, géographie, etc.) que le magicien ne possède pas. Ils ne possèdent ni race, ni catégorie (ils sont donc toujours considéré comme niveau 1), ni orientation, ni classe (et n’ont donc pas accès aux atouts qui y sont relatifs.) Ils ont toutefois le droit d’avoir des atouts (considérés comme atouts de race). Pour ajouter un atout à son familier, un magicien doit dépenser la valeur de l’atout choisit divisé par 10. Par exemple, un familier hiboux ne pourra voler que si son magicien investit 200 points (valeur de l’atout = 2000) dans cet atout. La prise d’handicap alloue la valeur de celui-ci divisé par 10 en points supplémentaire au familier. Les familiers doivent impérativement avoir au minimum 1 point de vitalité. A chaque passage de niveau, le familier renaît et ses nouveau points peuvent lui être attribués. Il peut décider de conserver sa forme ou de la modifier pour une autre au choix du personnage, c’est aussi comme cela qu’il est possible de récupérer un familier mort."
"familier-supplementaire","Familier supplémentaire","10000","1000","","False","Permanent","Neutre","2291","Le personnage peut avoir un familier supplémentaire. Si le magicien avait placé des atouts en son familier, le nouveau hérite également de ceux-ci."
"familier-vigoureux","Familier vigoureux","8000","800","","False","Permanent","Neutre","2292","Le familier du magicien augmente ses points de vitalités par le niveau de son propriétaire."
"feinte-du-bucheron","Feinte du bûcheron","3000","300","","False","Ephémère","Neutre","2293","Le personnage peut frapper du dos de sa cognée et occasionné l’intégralité des dégâts de celle-ci sous la forme contendante."
"fidele-hombre","Fidèle hombre","5000","500","","False","Ephémère","Neutre","2294","Le personnage peut se servir de son hombre pour effectuer 1 action matérielle (prendre des clefs, donner une baffe, etc)."
"flaire-infaillible","Flaire infaillible","500","50","","False","Permanent","Neutre","2295","Le personnage possède un flaire hors norme et diminue la difficulté de tous ses jets basés sur l’odorat de 3."
"foi","Foi","500","50","","False","Ephémère","Orientation","2296","Diminue la difficulté d’un jet de volonté de 5."
"folie-furieuse","Folie furieuse","2000","200","","False","Permanent","Classe","2297","Additionne le niveau au nombre de dés lors d’un jet de force et endurance, lorsque le personnage est fou furieux (c’est à lui de décider d’activer ou non cet état) mais il réduit alors l’empathie, l’intelligence et la perception à 1. Cet état dure 25 DT/niveau (non réductible)."
"force-de-geant","Force de géant","200","20","","False","Permanent","Neutre","2298","Une fois atteint sa limite physique, les points supplémentaires pour la force ne coûtent que NA x 10 (à la place de NA x 20)."
"force-de-l-ours","Force de l’ours","3000","300","","False","Permanent","Neutre","2299","Diminue la difficulté des jets de force de 1."
"force-d-esprit","Force d’esprit","3000","300","","False","Permanent","Neutre","2300","Permet d'effectuer un test de volonté pour échapper aux effets d’un sort d’illusion."
"forteresse-mentale","Forteresse mentale","3000","300","","False","Permanent","Neutre","2301","Le personnage possède un lourd passé qu’il a décidé d’enfermer à double tour dans sa mémoire. Lorsqu’un sort ou atout de pénétration mental est lancé sur le personnage (par exemple contrôle mental, vision de rêve, vol de secret, …), celui-ci se fait avec une difficulté supplémentaire égal au niveau du personnage. Si aucun jet n’est demandé (comme pour l’atout « Vol de secret ») un jet d’intelligence de l’intrus se fait avec une difficulté supplémentaire égal au niveau du personnage comme pour les sorts."
"frappe-affaiblissante","Frappe affaiblissante","4000","400","","False","Ephémère","Neutre","2302","Augmente le facteur de vitesse d’un personnage ou d’une créature blessée par le personnage. L’augmentation est égale au nombre de points de dégât infligé. Cet état se prolonge un tour (50 DT) par niveau."
"frenesie-collective","Frénésie collective","400","40","","False","Permanent","Neutre","2303","Lors d’un jet de peur, le personnage peut déduire 1 à son facteur de volonté pour chaque personnage de la même race que lui l’accompagnant."
"fureur-guerriere","Fureur guerrière","2000","200","","False","Permanent","Classe","2304","Additionne le niveau au nombre de dés lors d’un jet de force, pendant un combat."
"garde-rapprochee","Garde rapprochée","2000","200","","False","Permanent","Classe","2305","Additionne le niveau pour toute action visant la sauvegarde de son employeur."
"generalisation","Généralisation","4000","400","","False","Permanent","Neutre","2306","Permet au personnage d’utiliser l’atout « Répondre à l’insulte » non plus sur une personne, mais sur une race (nation pour les humains) ou sur une classe."
"grace","Grâce","8000","800","","False","Permanent","Neutre","2307","Le personnage peut accorder sa grâce à n'importe qui sauf lui-même. Celui-ci implique une difficulté de +1 pour tout jet destiné à nuire au porteur de la grâce. Un même personnage peut scinder ses grâces sur plusieurs personne en répartissant ses points s'il en possède plus d'un. La grace retombe dès que le donneur le désire ou qu'il meure."
"grand-amour","Grand amour","3","0.3","","False","Permanent","Neutre","2308","Additionne le niveau aux points d’aptitudes physiques du personnage, son niveau, lorsque son grand amour se voit menacé directement."
"grele-de-fleches","Grêle de flèches","5000","500","","False","Ephémère","Neutre","2309","Le personnage peut ajouter une flèche à son tir par point en ""Grêle de flèches"". S'il possède plusieurs points dans cet atout, il pourra diviser ses flèche additionnelles comme bon lui semble (ex: un archer ayant Grêle de flèches : 3 pourra faire un tir avec 2 flèches, suivit d'un autre avec 3 flèches). Les flèches tirées ont toutes la même cible."
"griffes-acerees","Griffes acérées","2000","200","","False","Permanent","Neutre","2310","Le personnage possède des griffes plus acérées et plus dures que la moyenne. Une griffure de sa part fera 1 dégât supplémentaire."
"guerison","Guérison","2000","200","","False","Permanent","Classe","2311","Additionne le niveau au nombre de dés lors d’une intervention médicale."
"humanothropie","Humanothropie","1700","170","","False","Permanent","Neutre","2312","Le personnage possède la capacité de se transformer en humain. La transformation prend 50 DT (soit 10 secondes)."
"hybridation-du-familier","Hybridation du familier","12000","1200","","False","Ephémère","Neutre","2313","Lors de l'acquisition de cet atout, le magicien doit choisir une partie du corps de son familier (ex. un bras, les yeux, la peau, ...). Une fois le familier rappeler dans son magicien, ce dernier pourra modifier sa propre forme en substituant la zone corporelle choisie par celle de son familier. Le nouveau membre peut être un simple ajout (ex. un humain peut obtenir les ailes de son familier dragon). Le nouveau membre possède toutes les atouts liés à cette zone du corps du familier mais ne modifie ni les points de vitalité, ni le facteur de vitesse du magicien. Cet atout peut être cumulé avec des zones du corps diverses ou similaire. Le magicien ne peut choisir de substituer sa propre tête."
"hypersensibilite","Hypersensibilité","3000","300","","False","Permanent","Neutre","2314","Le personnage peut ressentir les émotions d’une autre personne en la touchant."
"hypnotisme-artistique","Hypnotisme artistique","3000","300","","False","Ephémère","Neutre","2315","Le personnage peut hypnotiser (sous jet de volonté) en exerçant son art. Cet effet dure un tour (soit 50 DT) par niveau."
"immaterialite","Immatérialité","0","","","False","Permanent","Neutre","2316","Le personnage est absent du monde physique. Ce qui signifie que toute interaction physique avec son environnement lui est impossible."
"immobilisme","Immobilisme","2000","200","","False","Ephémère","Neutre","2317","Le personnage peut se rendre parfaitement immobile sans effectuer aucun jet de dés pendant un temps maximum de 10 minutes par niveau."
"imparable","Imparable","3000","300","","False","Ephémère","Neutre","2318","Toutes personnes essayant de parer le personnage, augmente leurs difficultés de 1 et ceci pendant 1 tours (50DT) par niveau."
"incantation-silencieuse","Incantation silencieuse","3000","300","","False","Permanent","Neutre","2319","Le personnage à la capacité de réciter ses formules magiques dans sa tête lorsqu’il jette un sort et donc de rester silencieux en lançant un sort."
"incantation-stoique","Incantation stoïque","3000","300","","False","Permanent","Neutre","2320","Le personnage a la capacité de lancer ses sorts uniquement de par la force de sa parole sans besoin de gestuelle."
"indestructible","Indestructible","6000","600","","False","Ephémère","Neutre","2321","Le personnage peut construire des objets (dans son domaine de prédilection) pratiquement indestructible. Le seul moyen de les détruire est de le faire sur le lieux où celui-ci à été construit. Cet atout demande 30 réussites de création (à cumuler en cas d'atout cumulé sur une même création)."
"inesquivable","Inesquivable","3000","300","","False","Ephémère","Neutre","2322","Toutes personnes essayant d’esquiver le personnage, augmente leurs difficultés de 1 et ceci pendant 1 tours (50DT) par niveau."
"infiltration-arcanique","Infiltration arcanique","16000","1600","","False","Ephémère","Neutre","2323","Le magicien est un tel spécialiste des flux arcaniques utilisés dans la magie qu'il est capable d'injecter un sort dans l'énergie drainée par un autre magicien qui lance lui-même un sort. A la fin du TI du sort infecté, les deux sorts sont automatiquement lancés en même temps (sans tenir compte du TI du sort parasite). Si le sort clandestin est un sort d'abjuration, ce dernier possède la priorité dans la résolution (priorité au défenseur)."
"inquisition","Inquisition","2000","200","","False","Permanent","Classe","2324","Ajoute son niveau en dès lors d'un jet d'investigation religieuse."
"inversion-des-energies","Inversion des énergies","12000","1200","","False","Permanent","Neutre","2325","Le personnage possède un tel niveau de maîtrise en magie qu’il peut inverser sens dans lequel l’énergie le traverse lorsqu’il incante un sort. Cette pratique très risquée à but de lancer des sorts sans utiliser d’énergie. Le personnage peut choisir de lancer ses sorts soit avec ses point d’énergie, soit avec ses points de vitalité. Le mélange des deux pour une même incantation n’est pas permis."
"invisibilite","Invisibilité","5000","500","","False","Ephémère","Neutre","2326","Le personnage peut se rendre invisible. Cet état peut durer jusqu’à 1 minute par niveau."
"jamais-sans-mon-arme","Jamais sans mon arme","4000","400","","False","Permanent","Neutre","2327","Le personnage ne lâche jamais son arme sans son consentement (sauf s’il est mort ou inconscient)."
"jusqu-a-la-mort","Jusqu'à la mort","1200","120","","False","Permanent","Neutre","2328","Le personnage ne mourra que lorsque sa vitalité sera réduite à 0."
"juste-cause","Juste cause","2000","200","","False","Permanent","Classe","2329","Additionne le niveau au nombre de dés lorsque le personnage défend les faibles (directement). Par exemple sauver une jeune dame en détresse comptera comme directe, alors que sauver le monde en détruisant un objet magique sera indirecte."
"langage-aquatique","Langage aquatique","2000","200","","False","Permanent","Neutre","2330","Cet atout permet au personnage de parfaitement comprendre et d’être compris de toutes les créatures aquatiques."
"langage-canin","Langage canin","2000","200","","False","Permanent","Neutre","2331","Cet atout permet au personnage de parfaitement comprendre et d’être compris de tous les canidés."
"langage-de-la-vermine","Langage de la vermine","2000","200","","False","Permanent","Neutre","2332","Cet atout permet au personnage de parfaitement comprendre et d’être compris de tous les insectes, vers et arachnides."
"langage-felin","Langage félin","2000","200","","False","Permanent","Neutre","2333","Cet atout permet au personnage de parfaitement comprendre et d’être compris de tous les félins."
"langage-reptilien","Langage reptilien","2000","200","","False","Permanent","Neutre","2334","Cet atout permet au personnage de parfaitement comprendre et d’être compris de tous les reptiles."
"langage-rongeur","Langage rongeur","2000","200","","False","Permanent","Neutre","2335","Cet atout permet au personnage de parfaitement comprendre et d’être compris de tous les rongeurs."
"langue-de-bois","Langue de bois","2000","200","","False","Permanent","Neutre","2336","Cet atout renforce la crédibilité du personnage et la fluidité de son discours, lorsque celui-ci tente d’échapper à une question. Le questionneur doit faire un jet d’intelligence (difficulté = 7 + niveau du parleur), pour se rendre compte de l’embrouille."
"leurre","Leurre","6000","600","","False","Ephémère","Neutre","2337","Le personnage peut changer l’apparence d’un objet en un autre (les objets doivent être de tailles similaires) pour une durée de 1 minute par niveau."
"levee-d-atout","Levée d'atout","10000","1000","","False","Permanent","Neutre","2338","Cet atout est à prendre en choisissant en autre atout. Le personnage pourra dès lors, quand il le désirera, annuler les effets de cet atout choisit pendant la période de temps qu’il lui conviendra."
"levitation","Lévitation","9000","900","","False","Permanent","Neutre","2339","Le personnage peut élever son corps dans les airs et se déplacer en hauteur grâce à la force de son esprit. La vitesse d’un tel déplacement se joue avec un jet d’intelligence. La hauteur maximale que le personnage peut atteindre est égale à son niveau."
"liberation-d-energie","Libération d’énergie","3000","300","","False","Permanent","Neutre","2340","Le personnage peut libérer son énergie qui le quitte sous la forme d’une déflagration teintée de sa couleur. Toutes personnes prisent dans celle-ci doivent faire un jet de force pour ne pas être éjectées. La difficulté  du jet de force est de 1 par point d’énergie dépensé. Donc si un magicien dépense 7 point d’énergie, la difficulté du jet sera de 7. La zone de déflagration possède un rayon de 1m/niveau. (Permanent) (Atout de niveau 3 de l’orientation : Magicien)"""
"liens-d-amities","Liens d’amitiés","3000","300","","False","Ephémère","Neutre","2341","Le personnage peut défaire un nœud par le simple touché."
"liens-spirituels","Liens spirituels","3000","300","","False","Permanent","Neutre","2342","Permet de connaître l’état de santé des créatures liées (invocables) en temps réel. Si une créature souffre, l’invocateur sentira que quelque chose ne va pas avec la créature en question."
"lingua-vegetalis","Lingua végétalis","500","50","","False","Permanent","Neutre","2343","Le personnage peut communiquer avec les végétaux."
"loup-de-mer","Loup de mer","2000","200","","False","Permanent","Classe","2344","Additionne le niveau au nombre de dés lorsque le personnage dirige un bateau."
"lycanthropie","Lycanthropie","1565","156.5","","False","Permanent","Neutre","2345","Permet au personnage de se transformer en loup. La transformation prend 50 DT (10 secondes)."
"magie-banche","Magie banche","2000","200","","False","Permanent","Classe","2346","Diminue la difficulté de tous les sorts de magie blanche 1."
"magie-bleue","Magie bleue","2000","200","","False","Permanent","Classe","2347","Diminue la difficulté de tous les sorts élémentaux de 1."
"magie-brune","Magie brune","2000","200","","False","Permanent","Classe","2348","Diminue la difficulté de tous les sorts divinatoire de 1."
"magie-grise","Magie grise","0","","","False","Permanent","Classe","2349","Diminue la difficulté de tous les sorts nécromancienne de 1."
"magie-jaune","Magie jaune","2000","200","","False","Permanent","Classe","2350","Diminue la difficulté de tous les sorts d'abjuration de 1."
"magie-noire","Magie noire","0","","","False","Permanent","Classe","2351","Diminue la difficulté de tous les sorts de magie noire de 1."
"magie-orange","Magie orange","2000","200","","False","Permanent","Classe","2352","Diminue la difficulté de tous les sorts oranges de 1."
"magie-rouge","Magie rouge","2000","200","","False","Permanent","Classe","2353","Diminue la difficulté de tous les sorts d'altération de 1."
"magie-turquoise","Magie turquoise","2000","200","","False","Permanent","Classe","2354","Diminue la difficulté de tous les sorts d'enchantement de 1."
"magie-verte","Magie verte","2000","200","","False","Permanent","Classe","2355","Diminue la difficulté de tous les sorts de magie verte de 1."
"magie-violette","Magie violette","2000","200","","False","Permanent","Classe","2356","Diminue la difficulté de tous les sorts d'illusion de 1."
"magnetisme","Magnétisme","500","50","","False","Ephémère","Orientation","2357","Diminue la difficulté pour plaire, dans le domaine de prédilection, de 5."
"main-du-magicien","Main du magicien","4000","400","","False","Ephémère","Neutre","2358","Permet au magicien de lancer 1 sorts depuis son familier."
"main-verte","Main verte","2000","200","","False","Permanent","Classe","2359","Additionne le niveau au nombre de dés lorsque le personnage entretien des végétaux."
"maitre-du-mensonge","Maître du mensonge","5000","500","","False","Permanent","Neutre","2360","Le personnage peut ajouter son niveau à son nombre de dès lors d'un jet de mensonge."
"maitre-en-choc","Maître en choc","10000","1000","","False","Permanent","Neutre","2361","Le personnage inflige un dégât supplémentaire automatique, lorsque celui-ci inflige des dégâts contondants."
"maitre-en-guerison","Maître en guérison","10000","1000","","False","Permanent","Neutre","2362","Tous les sorts de guérison du personnage voient leur difficulté réduite de 1 par point dans cet atout."
"maitre-en-lame","Maître en lame","10000","1000","","False","Permanent","Neutre","2363","Le personnage inflige un dégât supplémentaire automatique, lorsque celui-ci inflige des dégâts tranchants."
"maitre-en-perforation","Maître en perforation","10000","1000","","False","Permanent","Neutre","2364","Le personnage inflige 1 dégât supplémentaire automatique, lorsque celui-ci inflige des dégâts perforants."
"maitre-en-sort-de-masse","Maître en sort de masse","11000","1100","","False","Permanent","Neutre","2365","Tous les sorts de masse du personnage voient leur difficulté réduite de 1."
"maitre-en-sort-majeur","Maître en sort majeur","10000","1000","","False","Permanent","Neutre","2366","Tous les sorts majeurs du personnage voient leur difficulté réduite de 1."
"maitre-en-sort-mineur","Maître en sort mineur","10000","1000","","False","Permanent","Neutre","2367","Tous les sorts mineurs du personnage voient leur difficulté réduite de 1."
"maitrise-de-la-bete","Maîtrise de la bête","6000","600","","False","Permanent","Neutre","2368","Le personnage peut maîtriser ses actions lorsqu’il est transformé en Loup-Garou. Son agressivité reste toutefois énorme."
"maitrise-de-la-hache","Maîtrise de la hache","2000","200","","False","Permanent","Neutre","2369","Diminue la difficulté d’un jet de hache de 1."
"maitrise-de-l-armure","Maîtrise de l’armure","2000","200","","False","Permanent","Neutre","2370","Permet d’augmenter les caractéristiques (PECT) d’une armure lors de sa fabrication. Le nombre de points supplémentaire à allouer est égal au nombre de point dans cet atout. La disposition des points additionnels peut varier d'une armure à l'autre."
"maitrise-de-l-energie","Maîtrise de l’énergie","15000","1500","","False","Ephémère","Neutre","2371","Cet atout modifie l’atout « Energie à l’honneur » de la manière suivante : Le personnage teint l’air qui l’entoure de la couleur de sa magie dans un rayon égal à son niveau en mètre. Cette couleur est nettement plus intense que dans le simple « Energie à l’honneur ». Dans cet environnement les sorts de la couleur maîtrisées voient leurs difficultés baissées de 1 pendant 10 minutes/niveau. Ce bonus ne s’applique pas au magicien qui lui bénéficie d’un bonus égal à son niveau. Maîtriser une énergie prend 10DT non réductible. Cet atout modifie de manière permanente l’ « Energie à l’honneur » qui lui reste éphémère, ce qui signifie que passer d’un atout à l’autre n’amène pas de point supplémentaire dans l’atout."
"maitrise-de-soi","Maîtrise de soi","2000","200","","False","Permanent","Neutre","2372","Cet atout permet au personnage de diminuer son nombre de réussites lors d’un jet. Cette diminution est au choix du joueur."
"maitrise-des-fragrances","Maîtrise des fragrances","2000","200","","False","Permanent","Classe","2373","Additionne le niveau au nombre de dés lors sur un jet de création de parfum."
"maitrise-equestre","Maîtrise équestre","2000","200","","False","Permanent","Classe","2374","Additionne le niveau au nombre de dés pour une manœuvre équestre."
"maitrise-martiale","Maîtrise martiale","500","50","","False","Ephémère","Orientation","2375","Diminue de 5 la difficulté d’un jet de combat dans le domaine de prédilection."
"martyrisation","Martyrisation","3000","300","","False","Permanent","Neutre","2376","Cet atout est à choisir avec une personne. Il additionne le niveau du personnage en dés à tous les jets pouvant nuire à la cible choisie. Si la cible vient à mourir ou à disparaître depuis trop longtemps, l’atout peut être reporté sur quelqu’un d’autre."
"mecanisme-d-autodefense","Mécanisme d’autodéfense","3000","300","","False","Permanent","Neutre","2377","Le personnage a vécut une expérience si traumatisante qu’il génère un mécanisme d’autodéfense lorsque les circonstances font que ses mauvais souvenirs resurgissent. Dès lors, le personnage gagne son niveau en dès supplémentaire pour toutes actions lui permettant de mettre un terme aux circonstances lui rappelant sa tragique histoire."
"mefait","Méfait","500","50","","False","Ephémère","Orientation","2378","Diminue la difficulté de 5 lorsque le personnage nuit à un autre."
"memoire-photographique","Mémoire photographique","2000","200","","False","Permanent","Neutre","2379","Le personnage peut enregistrer parfaitement une scène qu’il a vu. Il peut à tout moment échanger cette image pour celle qu’il a devant les yeux. Cet atout peut être cumulé pour augmenter le nombre d’image en mémoire du personnage. Cet atout est réservé aux personnages versés dans les arts visuels."
"mimetisme","Mimétisme","4000","400","","False","Ephémère","Neutre","2380","La peau du personnage prend la couleur de son environnement. Cet état peut durer autant de temps que désirer. Par contre, si l’environnement vient à changer de couleur, la peau elle, ne peut changer de teinte (ou revenir à la normale) qu’une fois par niveau."
"mobilisation-post-mortem","Mobilisation post-mortem","2000","200","","False","Permanent","Neutre","2381","Lorsque le personnage fait un appel des morts, le nombre de revenant peut être au maximum de : son niveau X (mobilisation post-mortem + 1). Autrement dit, si un magicien ne possède pas cet atout, il relèvera son niveau au maximum de morts, s’il possède un points en mobilisation post-mortem, il relèvera 2X fois son niveau, puis trois fois s’il reprend à nouveau cet atout, et ainsi de suite."
"modele","Modèle","2000","200","","False","Permanent","Neutre","2382","Cet atout est à choisir avec une personne. Le personnage peut dès lors ajouter son niveau en dés pour représenter son modèle."
"modulation-de-souvenir","Modulation de souvenir","7000","700","","False","Ephémère","Neutre","2383","Le personnage peut moduler le souvenir d’une personne en changeant un détail, et ce de manière permanente même si on essaye de lui rendre la mémoire."
"mon-precieux","Mon précieux","8000","800","","False","Permanent","Neutre","2384","Le personnage peut choisir 1 objet (qu’il voit) et saura dès lors en permanence dans quelle direction aller pour retrouver celui-ci. Il peut décider de changer d’objet quand il le souhaite."
"morsure-lupine","Morsure lupine","2300","230","","False","Permanent","Neutre","2385","Si le personnage mord un autre personnage humain, celui-ci devient un Loup-garou."
"mort-dans-le-sillage","Mort dans le sillage","4000","400","","False","Permanent","Neutre","2386","Le personnage est si profondément mauvais que sous ses pas l’herbe meurt et ne repousse qu’à grand peine. La végétation ne peut repousser qu’après une durée égale au niveau du personnage en année."
"mort-vivant","Mort-vivant","0","","","False","Permanent","Neutre","2387","En tant que mort, le personnage ne respire plus, son cœur ne bat plus, son teint s’éclaircit et sa peau se refroidit."
"motivation-macabre","Motivation macabre","6000","600","","False","Permanent","Neutre","2388","Lors d’un combat, le personnage peut ajouter un dès à chacune de ses actions pour chaque ennemi qu’il aura tué. Le nombre de dès ainsi additionnés ne peut dépasser le score du personnage en « Motivation macabre »."
"muet","Muet","-2500","","250","True","Permanent","Neutre","2389","Le personnage est incapable de parler."
"musique-stimulante","Musique stimulante","2000","200","","False","Ephémère","Neutre","2390","Lorsque le personnage joue de la musique, il stimule une émotion (choisie de part le style musical) chez les personnes l’entendant."
"narration-palpitante","Narration palpitante","2000","200","","False","Permanent","Classe","2391","Additionne le niveau au nombre de dés pour raconter une histoire."
"ne-pour-tuer","Né pour tuer","3000","300","","False","Permanent","Neutre","2392","Le personnage apprend de nouvelle technique de combat ou utilisation d’arme, avec une aisance déconcertante. Le nombre de jours de son apprentissage sont divisés par son niveau."
"nuit-blanche","Nuit blanche","2000","200","","False","Ephémère","Neutre","2393","Permet au personnage de ne pas dormir pendant 1 nuit, sans pour autant avoir des malus."
"odeur-du-sang","Odeur du sang","2000","200","","False","Permanent","Neutre","2394","Le personnage peut pister à l’instinct un autre personnage ou une créature qu’il aurait blessé au préalable. Cet atout possède un rayon d’action de 1 km par niveau. Si la proie récupère de ses plaies ou, si le personnage interrompt sa chasse pendant plus que son niveau en jour, la piste est perdue."
"oeil-du-margoulin","Oeil du margoulin","3000","300","","False","Permanent","Neutre","2395","Le personnage voit naturellement scintiller les objets ayant de la valeur."
"orateur-ideal","Orateur idéal","5000","500","","False","Permanent","Neutre","2396","Ajoute le niveau du personnage à ses dès lors d'un jet de discours."
"orfevrerie","Orfèvrerie","2000","200","","False","Permanent","Classe","2397","Additionne le niveau au nombre de dés lorsque le personnage fait des travaux d’orfèvre."
"organisme-fragile","Organisme fragile","-500","","50","True","Permanent","Neutre","2398","L’organisme du personnage est particulièrement sensible aux maladies (deux fois plus)."
"osmose-avec-la-nature","Osmose avec la nature","2000","200","","False","Permanent","Neutre","2399","Permet au personnage d’ajouter son niveau en nombre de dés supplémentaires lorsqu’il effectue un jet basé sur son affinité avec la nature (comme par exemple dresser un animal)."
"osteoderme","Ostéoderme","2000","200","","False","Permanent","Neutre","2400","Le personnage est couvert d’écailles lui conférant une armure de 1 dans un type de dégât au choix (P, E, C ou T). Cette protection est valable sur l’ensemble du corps à l’exeption du ventre, cou, des yeux, etc."
"outre-l-armure","Outre l’armure","6000","600","","False","Permanent","Neutre","2401","Le personnage frappe de telle manière que les armures sont de moindre efficacité face à ses coups. Les armures (ceci comprend également les armures naturelles telles que les écailles) sont diminuées de un point dans chaque type de dégât (P.E.C.T.) face au personnage."
"ouvrage","Ouvrage","500","50","","False","Ephémère","Orientation","2402","Diminue de 5 la difficulté pour un ouvrage dans le domaine de prédilection."
"paluche","Paluche","2000","200","","False","Permanent","Neutre","2403","Les dégâts occasionner par un coup de poing ou une claque font 1 dégât supplémentaire automatique."
"par-dela-les-forets","Par-delà les forets","3000","300","","False","Permanent","Neutre","2404","Lorsque le personnage se déplace dans les forets, tous ses jets de déplacement ont une difficulté réduite de 1."
"par-dela-les-marais","Par-delà les marais","3000","300","","False","Permanent","Neutre","2405","Lorsque le personnage se déplace dans les marais, tous ses jets de déplacement ont une difficulté réduite de 1."
"par-dela-les-montagnes","Par-delà les montagnes","3000","300","","False","Permanent","Neutre","2406","Lorsque le personnage se déplace dans les montagnes, tous ses jets de déplacement ont une difficulté réduite de 1."
"parfum-de-l-ombre","Parfum de l’ombre","4000","400","","False","Ephémère","Neutre","2407","Le personnage ne dégage plus aucune odeur corporelle pendant 10 minutes par niveau."
"parole-divine","Parole divine","2000","200","","False","Permanent","Classe","2408","Additionne le niveau au nombre de dés lorsque le personnage prêche la bonne parole."
"partenaire-ideal","Partenaire idéal","2000","200","","False","Permanent","Neutre","2409","Lorsque le personnage danse avec quelqu’un, celui-ci peut décider de lui transférer un ou plusieurs dés pris dans sa compétence de danse. Cet effet prend fin à la fin de la danse."
"pas-d-araignee","Pas d’araignée","4000","400","","False","Ephémère","Neutre","2410","Avec de l’élan, le personnage peut courrir contre un mur et faire un nombre de pas égal a son niveau, tout en étant jusqu'à perpendiculaire au sol."
"pas-leger","Pas léger","4000","400","","False","Ephémère","Neutre","2411","Permet au personnage de ne plus faire aucune trace de pas en marchant, et ce, sur n’importe quelle surface. Cet effet dure 10 minutes par niveau."
"pasage-celeste","Pasage céleste","3000","300","","False","Permanent","Neutre","2412","NA"
"passage-a-l-ombre","Passage à l’ombre","6000","600","","False","Ephémère","Neutre","2413","Permet au personnage d’entrer intégralement dans sa propre hombre et de se déplacer ainsi ou bon lui semble. C’est état peut durer jusqu’à 1 minute par niveau au maximum."
"passage-au-familier","Passage au familier","6000","600","","False","Ephémère","Neutre","2414","Cet atout permet au personnage d’entrer intégralement dans son familier et d’en sortir quand et ou bon lui semble. Ce passage prend un facteur de vitesse."
"passe-muraille","Passe muraille","10000","1000","","False","Ephémère","Neutre","2415","Le corps du personnage devient immatériel et peut donc passer à travers les murs, les gens et tous ce qui est matériel. Cet état peut durer jusqu’à une minute par niveau."
"paysannerie","Paysannerie","500","50","","False","Ephémère","Orientation","2416","Diminue la difficulté de 5 lors d’un jet de paysannerie (dans le domaine de prédilection)."
"pensee-profonde","Pensée profonde","2000","200","","False","Permanent","Classe","2417","Additionne le niveau aux dés lors d’un jet de philosophie."
